speaker,speech,date,entity
jeroen dijsselbloem,"Thank you very much Michael. Um, Jason. Thank you. Briefly I would like to join the comments of Luis and Michael ",2015-06-25 00:00:00,EG President
edward scicluna," so uh, are we moving forward or not? I’d like to enlist to share Michel’s view that some progress has been made especially if you look backward and let’s not just uh, throw it out the window, that some progress has been made, yet of course the distance is still very large. Um, but at the same time uh, I, I there is flexibility in what the institutions have achieved so far and what they are putting on the table. So one issue is, to me and either made if I understood it correctly alluded  six months of being here looking at a situation which could possibly worse than, be worse than the one we’re facing now. Uh, how we meet in six months times depends essentially on what it Is done that is achieved in the six months. So my final point is uh, let’s not waste opportunity of uh, of having a time in which measures are implemented and in addition to measures some trust building exercise is carried out  Michael point that we need more trust, I couldn’t agree with that and to me trust also, is also built up to implementing as believing that we are all going in the same direction. Thank you.",2015-06-25 00:00:00,Malta
jeroen dijsselbloem, Edward.,2015-06-25 00:00:00,EG President
edward scicluna,"I can’t see uh, myself going back home uh, without an agreement ",2015-06-25 00:00:00,Malta
speaker 16,"The materials, trying to understand what’s the position of the institutions and the Greek government. I came to a conclusion and I might be wrong  but if I understand it correctly, we have this program MOU. And there was an assessment that offered six months approximately, from the change of government. The situation deteriorated so much that DSA or original scenario MOU is so much different than the scenario that we see here. That uh, an adjustment of MOU aide memoire was the maximum flexibility that was possible to do.",2015-06-25 00:00:00,Unidentified
speaker 17,"With that being the case I have a problem with understanding how come in six months things changed so much that they cannot overcome this uh, this time difference in reforms that will need a new  but that we would have to put funds into it, present value of credits would even further reduced. And we have written off with re profiling already 60% of our credits to Greece. What I’m asking here is actually is, hasn’t aide memoire ran too far, isn’t this flexibility been taken too far because of the pressures of the three institutions of our colleagues in negotiations .",2015-06-25 00:00:00,Unidentified
jeroen dijsselbloem,"Thank you. And I will turn back to the Institutions cause a number of questions have been raised on documents, scenarios, aide memoire, many questions to the papers uh, that three uh, institutions have put before us, which is the proposal, colleagues, I would just like to stress that point. As a proposal would mean that well be in agreement was just to inform you of the state of play. Having said that, I think those questions need some answers so I will turn to the Commission first.",2015-06-25 00:00:00,EG President
speaker 18,"It’s hard to, to answer all the questions uh, Jeroen. Uh, what I would say is that its difficult to, to compare the two documents because corrections are being made prior version what we ourselves delivered. Uh, I would say that the document ",2015-06-25 00:00:00,Unidentified
jeroen dijsselbloem,"Uh, Mario ",2015-06-25 00:00:00,EG President
christine lagarde,"I would uh, like to uh, to, to address the last point that as made uh, concerning the situation. What has changed? How can we move from where we were six months ago when there was, written of course ,some primary surplus, and where we are today. I think it boils down to two key targets that have been missed for reasons that we can analyze but the first one is primary surplus which has been much lower than what was expected and I think there has been significant slippages in terms of revenue collections in particular over the last, not just the last six months but over the last 12 months, let’s face it. The whole period of the election was also not good from the revenue collections point of view as is often the case in an election period. Since that, it has worsened and uh the primary surplus that was expected out of the operations of uh, the Greek government and the Greek administrations um, has not delivered what was expected. The general climate of uncertainty caused by, where are we, where is it going, what is the situation, what is the position has certainly not helped in that process. I think the second key shortfall which explains also why there has been so much slippage is the privatization. Uh there was a much higher number that was expected out of privatization I think it’s a constant of the Greek programs for the last five years or so but it certainly has not improved. And what we uh, we are perceiving is certainly uh, a concern by the bidders or by those that would be interested potentially in  situation to actually worsen as a result. The point about the uh, the flexibility which uh, many of you have mentioned is, is correct uh. We have actually collected between the three institutions, we have demonstrated a lot of flexibility not just for the targets on which we have agreement with the uh, the Greek authorities, 1, 2, 3.5%  those targets eventually been moved but in terms of the content what will deliver uh , that uh, that, that uh, those consolidation measures and the ultimate result of surplus. We are not, first of all, let’s put it that way we are not in agreement yet. Or maybe we will never be in agreement, I don’t know, I hope it’s a yet rather than never, uh, with the Greek authorities. We, I think, all have a particular concern which we have expressed which is that many of those measures are following suite to the old methods that have been applied by the Greek authorities. Which consist of taxing, taxing and retaxing.",2015-06-25 00:00:00,IMF
speaker 19,"Uh, We certainly would have all preferred that it be less growth and friendly and that there be more in terms of uh, cutting spending than there is on tax revenue generated. Tax as a revenue generating uh, principle. You will see if and when you have time to go though uh, the proposals actually both documents. We think that it’s not particularly growth friendly. Be it as it may it’s even more growth unfriendly in the Greek proposals. Now, why we have not come up with a compare which is you know what uh, lawyers in the room would be used to when you have one document and the other document is because there has been a very um, long standing impossibility for whatever reasons on the part of the Greek party at the table to actually work on the basis of the document. Eventually we came to working on the similar mattress of the document but the last document was put to us at 11:15 earlier today. So as hard as our teams worked and I can assure that they worked the night through. Two nights ago, last night, again, but it was just materially impractically impossible to produce that compare between the two versions. I’ve gone through it myself a little bit, and there are bits and pieces changes pretty much everywhere in the documents. So that’s uh, that’s where we are.",2015-06-25 00:00:00,Unidentified
jeroen dijsselbloem,"Thank you. Yanis, a number of questions were also put to your direction, maybe you could respond.",2015-06-25 00:00:00,EG President
yanis varoufakis,"Yes thank you Jeroen. Let me begin by saying to my Slovenian colleague that uh, and also to others who let it um, sort of created an impression with their intervention that the program was on track until we were elected. Colleagues the reason why we were elected was because the program was off the rails. The only reason. The uh, view that I heard that there was some growth last year is one that I would like very seriously to contest. Nominal GDP never stopped falling. I’ve told you this a number of times. I’m saying this to you again. We never had growth in 2014. Indeed every single target was missed, especially the primary number for 2014. But let’s not look backwards we have a very serious problem here in our hands uh, Christine mentioned that uh, the privatization agenda has not produced the goods, well it didn’t produce the goods in an economy where asset price has collapsed. And therefore it was impossible to reach those completely unfathomable targets. Uh, the point about the primary surpluses, yes there has been flexibility from the institutions but from what level? From four and a half percent primary surplus projections for the next, for the foreseeable future. I do not know an economist who can testify to having a rationale according to which an economy like the Greek economy under the circumstances could maintain, for the medium term, such a large primary surplus. Three and a half percent is still very large but we have accepted it in the spirit of cooperation. Regarding our measures that have been um, repeatedly described as not particularly growth friendly, I have to repeat the point I made before that when you have these large measures, uh, they’re not going to be growth friendly. And I made the point yesterday, I have to make it again, that whether you, it, it’s more growth friendly to reduce very low pensions will have a very high fiscal multiplayer or to increase corporate taxes is an empirical matter. I don’t have the numbers here for, yeah I don’t think that anybody does. Uh, it’s only through trial and error that you will work this one out. Um, the point that uh, Pier Carlo made was very important. Because if he’s right, than I’m very happy. If I correctly understand Pier Carlo, you said that you disagreed with me that if we have an extension for six months or so uh, eight months, nine months, whatever, than without a new um, approach to our debt repayment schedule, without any creative public finance, my prognostication was that in a few months time we will be back to where we are now, because the animal spirits will not come back on, because there will be no growth spurt because there will, because all investors, rational investors will be thinking ahead to the next negotiation. Waiting for what happens at the end of it. Pier Carlo disagreed, he thought that this is not necessarily so. I hope you are right, but I noticed colleagues that at least five of those who spoke, expressed either um, an inability to push through their parliament and through there polity the institutions’ own proposals. Or they said that the, the proposals that are on the table, whether its ours or the institutions’, do not offer a viable solution. Now, this is a very serious political problem, and it speaks to what Michel was saying before. That we have a political duty to come up with an outcome which is sustainable. And I do believe that this is always something that the Eurogroup wants to do and wants to include at the end of every statement, every communique. That the country, the program country that we are discussing is going to, will have insight market access. This was the point we were raising. The reason why we are um, at, at, uh, um, we haven’t agreed yet is because firstly, we ask for more flexibility, not in terms of the fiscal numbers but in terms of measures within those fiscal numbers, and secondly because we can’t see how this very large package can be pushed through all our parliaments. When there is no prospect for more than a few months of an extension. So I come to the conclusion, to the conclusion, to the question that Alexander amongst others asked, so what do we want to do from now on? What do we foresee as the next few steps. Let me, let me, let me say that we are very much like you at a loss. We hope that there are steps we can all take. We are constrained like you by our own parliaments, I cannot go to my parliament and table prior actions like you can’t, like you can’t Wolfgang. We cannot push through our parliaments a set of prior actions without being able to answer the question: is this sustainable? My great concern, as a European, not as a Greek at this very moment, is that, and again I’m alluding to something Alexander said about the kind of governance that we have, that this is a major concern for the way we are running Europe. The way we are running our monetary union. We should not be in position where we throw up our hands up in the air, and we declare that we don’t know how to move ahead. We all have the same interests, we all have a common purpose to bring this to fruition, we should find a way of doing it. I was hoping that today we would be able to come to this agreement. Alexander, I genuinely didn’t want this to go to the Summit tonight or to any other forum. Let us just resolve to make an example out of ourselves so that we can find a way of taking to our parliaments and set of prior actions that will go through the Greek parliament that is sustainable and which you can sell to our own people not just to our members of parliament, honestly and in faith within ourselves that it is truly sustainable. Thank you.",2015-06-25 00:00:00,Greece
jeroen dijsselbloem,"Thank you. Um, before giving the floor to the rest  for returning Mario would like to say something.",2015-06-25 00:00:00,EG President
mario draghi,"Yeah, j-just one word um, Marcus was sitting and waiting here waiting for the opportunity . And then, and the I don’t know, thank you.",2015-06-25 00:00:00,ECB
jeroen dijsselbloem,"Right colleague, thank you all very much for your reactions and your guidance. Think, listen carefully to what you are saying. On the one hand I think the institutions have put forward proposals that they think uh, are final and credible. Which could be the basis for an agreement. A number of you have questions whether these proposals are  tough enough to put it quite bluntly. Uh, uh, that can be debated. On the other hand there are new Greek proposals on some of the prior actions which came in late and therefore I could not hold up sending you the documents. Um, but we recognize some of these proposals that will take us even further from a credible and tough and fiscally sound uh, package. So if you say you must go back and look at these proposals uh, I will ask the institutions if they are prepared to do so. To go through those proposals again. But uh listening to you there is no scope uh, to deviate even more from the MOU, because already you are, some of you are quite critical of the sorry, the aide memoire and papers by the institution because some of you are already quite critical on whether they are good enough. Second point would be that uh, uh, there are also issues of course about debt sustainability, future financing need, the question of a third program. Uh, the way to look at that I think is and has very much to do with trust. To take It step by step, no way can I ask from you or can you ask from parliaments, your parliaments to now agree to future support uh, to Greece. Given the backlash in the program of the last year basically certainly in last half year, the backtracking. So um, I think we should have to take it to rebuild that trust, take it step by step, so we’d be focusing very much on how can we build the package now to come to a successful completion of the current program. Practically speaking that would also mean another extension to get it done to disperse etcetera. The extension can only be limited given the amount of money still available to the current program. On that basis and if that approach is successful, is successful in the coming months, because the program gets back on track and in the end will lead to a positive uh final review, we could in the fall return to the question, how do we move forward? Uh, and I would not like to exclude that if the program is back on track and Greece  that is the thing, the way I think we could approach this issue. But of course we can only come to that debate if there is an agreement on how to finalize this problem, we’ve always said this, first we need an agreement on what needs to be done and it needs to be implemented successful final review and then we are in a new phase in which hopefully trust has also returned a little and we can talk about the future. Debt sustainability further financial support where needed etcetera, it Is to early now. So that will be my sequencing. Anyway returning to where we are now, we need an agreement and many of you are still underlined stressed the importance of an agreement, we need an agreement on how to fix the current program, in a credible way. Um, so what I think we should do is ask the institutions if they are prepared to work with the Greeks on new proposals, but they would have to stay in current lines, and not deviate further. I think this is .",2015-06-25 00:00:00,EG President
speaker 21,"Of course  ready to, to, to engage in that work, that is evident the issues that you just mentioned.",2015-06-25 00:00:00,Unidentified
jeroen dijsselbloem,Mario.,2015-06-25 00:00:00,EG President
mario draghi,Christine.,2015-06-25 00:00:00,ECB
christine lagarde,"I think we’ve always been prepared to work and to put in more time and efforts um. And to answer Michael’s uh, point. Uh, clearly to produce a compare uh would be, would be certainly something we can do. What I just wonder is what is the point? What is the point? Are we going to further gained make progress, that what I’m just curious about? And we have what has been called the aide memoire which is the sub level agreement, which is as some of you have said the extent of the flexibilities, Some of them, some of you have said it’s to much. So how are we going to make progress is what I want to know? I think the question is really to our Greek collogues. Where do you move, towards what has been put together? And in I found to  there has been more backtracking, some changes and movement forward but a lot of backtracking, so where do we go?",2015-06-25 00:00:00,IMF
jeroen dijsselbloem,"Want to go to Yanis first, I think that’s the logical at the moment.",2015-06-25 00:00:00,EG President
yanis varoufakis,"We’re all in this room hoping for an agreement as I said, but we all have constraints in terms of our mandates. All colleagues do. We do not have a mandate, to um, accept the backtracking that we not is from the institutions. For instance, for days now the institutions have been um, pressurizing us to accept that, this is just an example, that catering In restaurants should go up from 13% to 23% of a um, V-A-T range, and when we, in ,in, in the spirit of cooperation, we said yes last night uh, we were told that this would not yield the improvement in revenues that the, the model we had commonly worked on and we’d agreed would be the common basis, delivered. So we see a lot of backtracking in true from the side of the institutions. Let me give you another example, we are a country that is relaying so heavily on tourism-",2015-06-25 00:00:00,Greece
jeroen dijsselbloem,Yanis I’m going to interrupt you- ,2015-06-25 00:00:00,EG President
yanis varoufakis,"… well let me just, let me complete my, let me, Jeroen let me please allow me to complete my sentence and I will be very brief. Whether I-",2015-06-25 00:00:00,Greece
jeroen dijsselbloem,The question-,2015-06-25 00:00:00,EG President
yanis varoufakis,"…we eh, well I’m going to give you an example of a inflexibility that our colleagues should know. We, you all know the extent to which we rely on tourism. There is a demand by the institutions that we take hotels to 23% of V-A-T, when on the opposite coast, a mile, a nautical mile away in Turkey it’s seven percent. Now I do not have the mandate to simply say that for the purposes of a-a-achieving an agreement now I will sign up to this dotted line. This is another example of inflexibility. There is a great deal of this. This is how the Greek side sees it and I think that you should know it. Maybe we are wrong, maybe the institutions are right, or vice-versa. On the question of what, how do we take It from here just like Pier, just like Christine, just like Mario, of course we are willing and ready to continue work but when Jeroen you say that we have to work within the lines I, I need to ask you to tell me exactly what this means. That this means either we accept the document of the institutions or else? Is it what one of the colleagues said that it’s a take it or leave it. Because I just need to convey this to my government.",2015-06-25 00:00:00,Greece
jeroen dijsselbloem,"I asked the institutions the questions would they be willing and prepared to work further with you? We don’t do the negotiations in Eurogroup. I don’t do the negotiations, they have been trying to reach an agreement with you. Colleagues here have said on the basis of what the institutions have so far together put on the table this is already maybe too much, already deviating from where we set out in the framework of 20th_february. Nonetheless, the Commission, the ECB have said, and, and Christine in principle, have said of course willing to agree, uh, Christine has raised the question, how are we going to get there if you just keep putting in new proposals that’s take away fiscal space that’s uh, take away the urgency from structural reforms, that uh, shift balance even more towards taxes and less to revenue cuts. That is the problem, that’s the circle we’ve been going through now for a long time. So once again uh, what, how much room do you see to reach an agreement? Because, that’s basically the question.",2015-06-25 00:00:00,EG President
yanis varoufakis,"Well I think that the only remedy for this agreement is further conversation, I know no other remedy. On the questions that you raised, I think that they are up for uh, further deliberation. We don’t believe that we are asking for fiscal space, we have agreed on the fiscal numbers. Our proposals about reform simply are different to the institutions. We believe that our reforms are uh, more efficient reforms, we maybe wrong but it’s not a question that we do not want to reform so we are going to do backtracking on reforms. We don’t believe that simply cutting pensions is a reform, it’s a cutback. Maybe we should have it but it, we do not think that this is going to solve the problem of reforming the pension system. But as I said, discussions. Further work.",2015-06-25 00:00:00,Greece
jeroen dijsselbloem,"Thank you, I’ll give the floor to a couple of colleagues but I think we may need to have uh, a short break uh to decide how to move forward. We’ll go to Wolfgang first.",2015-06-25 00:00:00,EG President
wolfgang schäuble, because Greece has to repay the IMF loans – if I got it right from Christine? – and nobody has an answer how to get the money for it.,2015-06-25 00:00:00,Germany
speaker 16,". If the proposal of the institutions is not accepted we need a new DSA because then we have no analysis if it is that sustainable the changing the program to the Greek, uh, proposal. Then they start to bring in a new paper, uh, which uh, shows us what is changing in the DSA .",2015-06-25 00:00:00,Unidentified
jeroen dijsselbloem,"Just to say at one point that …to which the Greeks have not agreed, on list of prior actions they have presented a list of changes uh, which we can look at but very general first impression is that it deviates even more. Uh, in fiscal terms and reform uh, terms. Um, on the DSA and I’ll stop again. Um, of course if there is an agreement then there will be final documents and uh, more for us and more final a DSA. So this is just a safe play at the moment, of which Christine has said they will have to do a much more uh, in depth uh, analysis when the time comes. Just to clarify those points. Uh, Luis.",2015-06-25 00:00:00,EG President
luis de guindos,"Uh, thank you Jeroen, uh I am a little bit confused though uh, perhaps it’s my personal fault. Eh, but uh, well I haven’t said very much to the wholehearted effort that the institutions and the Greek government …in order to continue the discussions with uh, with uh, uh the Greek government. I don’t know whether you know t-t-t-t-t-the document from the three institutions is going to be you know the basis for uh, the t-t-the future agreement or them or you. Uh, I don’t know what’s our reference now. I don’t know. So, you know, perhaps uh, it would be wiser and a bit more rapid, you know, to say to our t-t-t-to European Council that uh, you know, an agreement this is surly difficult to be reached and to receive some political guidance. Because otherwise I don’t know how we are going to break this sustained .",2015-06-25 00:00:00,Spain
jeroen dijsselbloem," want to react to parts on the HFSF? Thank you. Uh, Alex",2015-06-25 00:00:00,EG President
alexander stubb,"Thank you very much Jeroen. I was listening to what Wolgfang and Luis and then Luis was confused me to but l-let me try to, I mean as a rookie um, I’m trying to simplify grossly the way which I see it. Um, there is a group of Euro countries that have a clear parliamentary mandate which is based on the uh, MOU. Then, there is one euro country which sort of had a mandate for that but not really. Then the institutions where asked to negotiate with Greece a new document uh, which is called aide memoire, which doesn’t really exist because it hasn’t been proposed. And now we have a discussion on aide memoire and a possible Greek proposal. Now, there was talk about this being a take it or leave it agreement. And I would have a tendency to agree with that. There’s been strong talk about trust and how to take this forward. And may I, Yanis, put forward a proposal. For Wolfgang, I am taking an extreme. The aide memoire and the document of the institutions go too far. For you it doesn’t go far enough. The IMF and others have asked you to make sure that you can push it through. My suggestion would be that you take the aide memoire and a strong set of prior actions to your parliament this weekend. If it passes we will continue to negotiate, if it doesn’t pass that’s the end of the road. Because we have a mandate for the memorandum of understanding but we need to be sure that you’ll be able to push it through a aide- memoire. And right now I sense in Eurogroup that this is simply ain’t gonna happen. So we need to be sure because otherwise it’s going to be impossible for us to take aide memoire in to the parliaments. So, I would fall into the category of saying, at least from my perspective, we are pretty much in a take it or leave it situation, but you need to tee it up with your parliament first. Sorry for that this is perhaps rookie bluntness, but that’s how I see it.",2015-06-25 00:00:00,Finland
jeroen dijsselbloem,"Let me make a couple of points on the process also in a response to Luis’s remarks. Starting point for us was you read it in 20th_february statements, the old program, the old MOU. But we allowed uh, on two grounds, some flexibility for the institutions to work out a new agreement. Once again for which the old MOU is a basis. The first kind of flexibility was that the institutions, take with a Commission have taken to account the new  and then we can continue to negotiate. Uh, I think that will work. Uh, so there needs to be a an agreement uh, and if he wants uh, a take it or leave it approach that is also possible, you can simply say yes. That is also an option, seriously because we are coming to the end of our time, our creativity, our options. Uh, but if you have uh, last proposals that are feasible that will strengthen the credibility I have not seen them but strengthen the credibility, then there is little time left and that’s why in ask the institutions if they will still be prepared to look at that. Um, I’m going to adjourn for lets say ten minutes to talk to the institutions uh, on what options we see eh, to move forward in this process. Just ten minutes.",2015-06-25 00:00:00,EG President
jeroen dijsselbloem,"… uh, among whom of course, uh, Yanis, prepare the meeting. Um, I think given the situation where we are in now, in our last meeting we had on the table a set of papers, a common position of the three institutions. After having put those on the table, they were last proposals from the Greek side, and we asked the institutions to look at those. Uh, we’ve now reconvened to hear basically the position of the Greek, uh, government to see where we are. And Eurogroup in our last meeting, of course, did not take a formal position, there was no agreement between the institutions and Greek authorities at the time, so if we can spare to give the floor to Yanis first, to tell us about the position the Greek government, apparently, already has taken. To be informed about that, and then we’ll take it from there to see what our position should be. Yanis, can I give the floor to your first.",2015-06-27 00:00:00,EG President
yanis varoufakis,"Thank you, Jeroen. Thank you, colleagues. In our last meeting we were presented with quite a comprehensive set of documents from the institutions containing proposed Prior Actions. Uh, debt sustainability analysis that was endorsed by the Commission, but not by the… not fully, at least, by the International Monetary Fund, as well as, uh, a proposal regarding funding for the proposed period of the five month extension. Now, the Prior Actions that were presented, um, contain many parts that we consider very difficult to convince our parliament about. And therefore, they make it extremely onerous for us to pass through Parliament this particular set of Prior Actions. Now, even setting, however, that aside, uh, what makes in our estimation impossible to pass through Parliament this comprehensive proposal by the institutions, is the lack of an answer to an important question. Will these painful measures at least give us a period of tranquility, during which to carry out the reforms that we need to carry out? Will a shock of optimism, c- counter the recessionary effect of the extra fiscal consolidation that is being expected of a country that has been in a recession for 21 consecutive, consecutive quarters? And the answer to us, the honest answer is no. The institutions’ proposal is offering us no such prospect. As for the funding that is being put to us for the next five months, we consider it to be problematic in a variety of ways. Firstly, it makes no provision for the states arrears caused by five months of making payments without disbursements. And of the falling tax revenues that are, uh, res- a re- a result of this prolonged negotiation, and the constant threat of Grexit, which is wafting in the air. Secondly, the idea of dipping into the funds of the HFSF, I called it cannibalizing the HFSF, in order to repay the ECB’s SMP bonds, bonds in July and August constitutes a clear and present danger. Greece’s fragile banks, possibly through, um, an operation that deals with a m- mountainous NPL’s that eant- eat into, uh, their capitalization, uh, could be stabilized. However, by using up this fund for the purposes of repaying the SMP bonds held by the ECB, we’re doing away with a very important resource that the second program, the current program has designated to this task of dealing with the problem of the banks. When I asked, uh, an official of the ECB, so what we do once we use up an important part of this capital of the HFSF, how do we deal with bank and capitalizations, which is what the HFSF was there for? The answer I received was “Well, it will be replenished.” “How?” I asked. The answer was, “Through the ESM.” But this is, a leap into the unknown because it is not part of the proposed deal that there is some kind of automated or quasi-automated replenishment of the HFS- HFSF, from the ESM, and as I’m sure Wolfgang will tell us all, that would require a new program. So, a new program is embedded into this few month-long extension, even though it is not articulated as such. And that is, um, a very serious problem. I think that many of you would have problems pushing this through your parliaments, and I cannot take a proposal, a funding proposal to my parliament which includes a provision that you couldn’t put through your parliaments. Um, thirdly, the proposed disbursements schedule as presented to us by the institutions is a minefield of reviews. There is, I understand the problem of trust, but if you look at it technically, it means that we will have one review per month. Our government, instead of concentrating on passing the important reforms that we need to reform… to- to- to- to pass, we are going to be constantly engaged, week in, week out from tomorrow in this reviewing process, which will lead to what? It will lead to another negotiation like the one we had over the last five months, with the institutions, with the Eurogroup, consecutive Eurogroup meetings sometime in October, November, in order to determine the parameters of a new program, and I don’t think that none of us can actually take this process, um, as it is implied by this proposi- proposal of the institutions that was tabled here two days ago. Fourthly, given the that it is abundantly clear that our debt will remain unsustainable by the end of this year, and that market access will remain as distant as it has been of recent, it is our assessment that the International Monetary Fund cannot be counted upon to disperse each share 3.5 billion, the share that the institutions are counting as part of the funding package on the table. And that is another problem. If I’m asked in parliament, my parliament what are the chances that this part of the funding package is going to be dispersed, in all honesty, I’ll have to say to them, minuscule. These are solid reasons why our government does not consider it has a mandate to accept the institutions’ proposal. And moreover, let’s be honest here, even if we were just for the benefit of ending this process and signing and sealing an agreement, we could not pass it through our parliament. And the result of that would be much worse than what we are doing now, the situation we found ourselves in now. It would mean that our government would fall, we would lose our, uh, support in parliament, and we would go into a process, an electoral process that would last a minimum of 23 days. Now, at the very same time, colleagues, our government does not have a mandate, and I want to insist on that, I want to, to, to ask for your, uh, attention here, we do not have a mandate to turn down the institutions’, uh, pro- proposals, out of hand. Our party received 36% of, in the 25th of January election, together the two governing parties have just over 40% of the vote. Fully cognizant of how weighty the present moment in history is, we feel obliged to put the institutions’ proposal to the people of Greece. We shall endeavor to spell out to them fully, what a yes to the institutions’ proposal means, to do the same regarding a no vote. We have our own recommendation but it is not binding on the Greek people, it is they who are sovereign, uh, decision makers. And we are going to accept their verdict fully and we, we’ll do whatever it takes to implement it, one way or another. We believe that calling a referendum is optimal given the constraints that we face because as I said, firstly, it’s the only alternative we have to, to a, uh, a collapse of the government, a failure to push through parliament the proposal of the institutions. But let me add another wrinkle to this, even if we managed somehow to pass it through our parliament, we would be facing a major problem of ownership of the program and implementation. Put simply, just as in the past, Greek governments pushed through policies dictated by the institutions, but could not carry the people with them, we too would fail in doing so. So, let me now concentrate on the question we are going to be putting to the, to the Greek people. Much has been discussed as to what it will be. We are very clear on this, there is a proposal by the institutions, maybe it will change today, maybe it won’t. This is what we’re putting to the Greek people, we’re asking them to instruct us, to accept it fully without further negotiations, which we shall do if the Greek people tell us to do this, or to negotiate further, if there is room for further negotiations. Many journalists… I’ll wait and see if there is such a view here, comment and there is a logic to it, that this could be a referendum on the Euro, well, on Greece’s participation in the Euro. Let me be very clear on this, colleagues, our participation in Euro, in the Euro is not, and cannot be part of any referendum. Let me remind you that the European Union treaties have no… make no provisions for an exit from the Euro, and it would be a violation of the EU treaties, for us to go anywhere near that question. The question is very simple, there is a proposal by the institutions. The institutions worked very hard to come up with it. We could not bring ourselves to signing it for reasons I have explained, it is up to the Greek people to decide. The suggestion that we’re coming to you with is that a one-month extension is offered of the existing arrangement so as to allow a smooth transition from today to the 6th of July so as to allow the Greek people, in calmness to deliberate, to consider the proposal which is in front of them, and to make a considered judgment on that basis. I would like to ask the secretariat to distribute a letter to the president of the Eurogroup, um, maybe it has already been dis- distributed, by which we are making this, um, suggestion/request formal. Our task today is to circumnavigate a number of uh, troubles, and to find the safest route towards an outcome that allows the Greek people to come to pass judgment on what is a comprehensive proposal by the institutions. These are critical moments and the decisions we make are momentous. In years to come, I think that this meeting is going to feature prominently in the way that we answer to history’s demands over us. Thank you.",2015-06-27 00:00:00,Greece
jeroen dijsselbloem,"Thank you, Yanis. Um, can I say that, um, I am sorry that we, we have come to, to this negative conclusion.  prepared to come to an agreement with the institutions on the basis of the proposals that the institutions have jointly put on the table.",2015-06-27 00:00:00,EG President
yanis varoufakis,Yeah.,2015-06-27 00:00:00,Greece
jeroen dijsselbloem,"But I think that’s a political fact that we have to accept at this point before us now, what consequences we think that it should have. There’s also a separate request from your side, uh, of the table. The reality of the situation given that negative decision, will be  before the expiration of the program Tuesday at midnight as that is the situation where we are, responsibility of that aligns with the Greek government and the fact that they have taken this decision to enter the talks with this conclusion. I will give the floor to ministers because I think this is very much a political, uh, decision. Uh, the institutions have done their work and put joint papers on the table in our last meeting. So, I will, uh, give the floor to ministers to start with.",2015-06-27 00:00:00,EG President
michael noonan,"Thanks very much, Jeroen. It’s, uh, it’s disappointing to come and be in the position we’re in now. Uh, this is the fifth time in 10 days we have come together and when we finished on Thursday evening, we had an institutional paper on the table, and we had a counter paper from the Greek authorities. And while there was, uh, quite a divergence between the two positions there was always also a lot of similarities. And I thought that if we met today, uh, that’s why the gap wouldn’t be closed completely, that the gap would be narrowed somewhat, and that there would be a single paper, that, uh, the Greek authorities could put to their parliament. But, uh, the prospective last round of negotiations that I anticipated is not now available because last night, the Greek authorities decided to end the negotiations, uh, by announcing a referendum, and by saying that they would, uh, recommend to, to the Greek people to turn down, uh, the paper of the institutions, uh, even though it’s full format was not yet decided, and was pending the result of today’s meeting. So, that leaves us in, in a very bad position because effectively one side has, has gone from the negotiations. And, uh, it’s a matter for, for the Greek authorities, but, uh, there was no indication of that when the heads of state and government meeting ended on Friday evening. My prime minister said he went, he went back to Dublin on the understanding that there would be a further round of talks today, which would have meant to a further bridging of the gap. So, it leaves us all in, in a very difficult situation, and it also- also has brought about, uh, a situation in my view where, uh, the Greek authorities, uh, and to a certain degree, all of us in politics across the EU, uh, are losing control of the situation. I think it’s moving now to a position where the markets and public opinion, particularly in Greece, uh, is going to be the deciding factor. And, uh, we’re looking here, at, at the iPad and, uh, there are queues at ATM machines in Greece, uh, at the minute in Athens. Uh, there are queues for petrol and diesel in Athens. And, uh, that seems to me that we now are in a situation where the crisis has commenced whereas the conversation this morning was, what will we do on Monday if there were a crisis? I don’t think it’s Monday anymore, it’s now. And on the data coming in, 250 million went out of the Greek ATM machines last night against a normal weekend withdrawal purview. So the signs are very clear, and, uh, it’s very hard to stop trends like that once they commence because they are not subject to any reaction or inaction. Uh, public opinion and the market perception takes over. And I think we’re in a, in a very dangerous situation, and, uh, I’m very sorry it has come to this. Uh, I think, Yanis, the, the decision of your cabinet last night was technically mistaken. Uh, I think if you could reverse it, you might retrieve some of the situation uh, but we’re, we’re, we’re in a very bad situation now where no matter what the political decisions are, I think it’s going to be, uh, a very, a very bad and a very unpredictable outcome. Thank you very much, Jeroen.",2015-06-27 00:00:00,Ireland
jeroen dijsselbloem,"Thank you, Michael. Wolfgang?",2015-06-27 00:00:00,EG President
wolfgang schäuble,"Thank you, Jeroen. I would like here to echo on what, uh, Tony said. Of course, it is certain of a wider Greek authorities to arrange them to, uh, uh, uh a referendum. It’s hard to Greek authorities whether it’s government, whether it’s parliament, there’s the matter of the Greek constitution  Greece. But, uh, the, the, um, the program for Greece, the so-called MOU, is, uh, something different. The institutions had been . Therefore, the, thought, thought is that what we have . But, uh, we can’t have negotiations between the people of the Euro member states  referendum in Germany as well. But if I want to make a, a quick decision on a- on a- on a position which is binding, we need an arrangement, an agreement, what is the substance of the decision? And that is not going, we do not have it. Therefore, uh, your referendum is important for Greece, but has not binding, uh, uh, has no  mentioned just by Michael.",2015-06-27 00:00:00,Germany
jeroen dijsselbloem,Thank you. Edward?,2015-06-27 00:00:00,EG President
