speaker,speech,timestamp,date
jeroen dijsselbloem,"on that basis and if that approach is successful, is successful in the coming months, because the program gets back on track and in the end will lead to a positive uh final review, we could in the fall return to the question, how do we move forward? uh, and i would not like to exclude that if the program is back on track and greece  that is the thing, the way i think we could approach this issue. but of course we can only come to that debate if there is an agreement on how to finalize this problem, we’ve always said this, first we need an agreement on what needs to be done and it needs to be implemented successful final review and then we are in a new phase in which hopefully trust has also returned a little and we can talk about the future. debt sustainability further financial support where needed etcetera, it is to early now. so that will be my sequencing.",1900-01-01 01:20:10,2015-06-25 00:00:00
jeroen dijsselbloem,"anyway returning to where we are now, we need an agreement and many of you are still underlined stressed the importance of an agreement, we need an agreement on how to fix the current program, in a credible way. um, so what i think we should do is ask the institutions if they are prepared to work with the greeks on new proposals, but they would have to stay in current lines, and not deviate further. i think this is .",1900-01-01 01:21:30,2015-06-25 00:00:00
speaker 21,"of course  ready to, to, to engage in that work, that is evident the issues that you just mentioned.",1900-01-01 01:22:38,2015-06-25 00:00:00
jeroen dijsselbloem,mario.,1900-01-01 01:22:54,2015-06-25 00:00:00
mario draghi,christine.,1900-01-01 01:22:58,2015-06-25 00:00:00
christine lagarde,"i think we’ve always been prepared to work and to put in more time and efforts um. and to answer michael’s uh, point. uh, clearly to produce a compare uh would be, would be certainly something we can do. what i just wonder is what is the point? what is the point? are we going to further gained make progress, that what i’m just curious about? and we have what has been called the aide memoire which is the sub level agreement, which is as some of you have said the extent of the flexibilities, some of them, some of you have said it’s to much. so how are we going to make progress is what i want to know? i think the question is really to our greek collogues. where do you move, towards what has been put together? and in i found to  there has been more backtracking, some changes and movement forward but a lot of backtracking, so where do we go?",1900-01-01 01:23:02,2015-06-25 00:00:00
jeroen dijsselbloem,"want to go to yanis first, i think that’s the logical at the moment.",1900-01-01 01:24:04,2015-06-25 00:00:00
yanis varoufakis,"we’re all in this room hoping for an agreement as i said, but we all have constraints in terms of our mandates. all colleagues do. we do not have a mandate, to um, accept the backtracking that we not is from the institutions. for instance, for days now the institutions have been um, pressurizing us to accept that, this is just an example, that catering in restaurants should go up from 13% to 23% of a um, v-a-t range, and when we, in ,in, in the spirit of cooperation, we said yes last night uh, we were told that this would not yield the improvement in revenues that the, the model we had commonly worked on and we’d agreed would be the common basis, delivered. so we see a lot of backtracking in true from the side of the institutions. let me give you another example, we are a country that is relaying so heavily on tourism-",1900-01-01 01:24:11,2015-06-25 00:00:00
jeroen dijsselbloem,yanis i’m going to interrupt you- ,1900-01-01 01:25:19,2015-06-25 00:00:00
yanis varoufakis,"… well let me just, let me complete my, let me, jeroen let me please allow me to complete my sentence and i will be very brief. whether i-",1900-01-01 01:25:19,2015-06-25 00:00:00
jeroen dijsselbloem,the question-,1900-01-01 01:25:27,2015-06-25 00:00:00
yanis varoufakis,"…we eh, well i’m going to give you an example of a inflexibility that our colleagues should know. we, you all know the extent to which we rely on tourism. there is a demand by the institutions that we take hotels to 23% of v-a-t, when on the opposite coast, a mile, a nautical mile away in turkey it’s seven percent. now i do not have the mandate to simply say that for the purposes of a-a-achieving an agreement now i will sign up to this dotted line. this is another example of inflexibility. there is a great deal of this. this is how the greek side sees it and i think that you should know it. maybe we are wrong, maybe the institutions are right, or vice-versa. on the question of what, how do we take it from here just like pier, just like christine, just like mario, of course we are willing and ready to continue work but when jeroen you say that we have to work within the lines i, i need to ask you to tell me exactly what this means. that this means either we accept the document of the institutions or else? is it what one of the colleagues said that it’s a take it or leave it. because i just need to convey this to my government.",1900-01-01 01:25:28,2015-06-25 00:00:00
jeroen dijsselbloem,"i asked the institutions the questions would they be willing and prepared to work further with you? we don’t do the negotiations in eurogroup. i don’t do the negotiations, they have been trying to reach an agreement with you. colleagues here have said on the basis of what the institutions have so far together put on the table this is already maybe too much, already deviating from where we set out in the framework of 20th_february. nonetheless, the commission, the ecb have said, and, and christine in principle, have said of course willing to agree, uh, christine has raised the question, how are we going to get there if you just keep putting in new proposals that’s take away fiscal space that’s uh, take away the urgency from structural reforms, that uh, shift balance even more towards taxes and less to revenue cuts. that is the problem, that’s the circle we’ve been going through now for a long time. so once again uh, what, how much room do you see to reach an agreement? because, that’s basically the question.",1900-01-01 01:26:39,2015-06-25 00:00:00
yanis varoufakis,"well i think that the only remedy for this agreement is further conversation, i know no other remedy. on the questions that you raised, i think that they are up for uh, further deliberation. we don’t believe that we are asking for fiscal space, we have agreed on the fiscal numbers. our proposals about reform simply are different to the institutions. we believe that our reforms are uh, more efficient reforms, we maybe wrong but it’s not a question that we do not want to reform so we are going to do backtracking on reforms. we don’t believe that simply cutting pensions is a reform, it’s a cutback. maybe we should have it but it, we do not think that this is going to solve the problem of reforming the pension system. but as i said, discussions. further work.",1900-01-01 01:28:01,2015-06-25 00:00:00
jeroen dijsselbloem,"thank you, i’ll give the floor to a couple of colleagues but i think we may need to have uh, a short break uh to decide how to move forward. we’ll go to wolfgang first.",1900-01-01 01:28:51,2015-06-25 00:00:00
wolfgang schäuble, because greece has to repay the imf loans – if i got it right from christine? – and nobody has an answer how to get the money for it.,1900-01-01 01:29:04,2015-06-25 00:00:00
speaker 16,". if the proposal of the institutions is not accepted we need a new dsa because then we have no analysis if it is that sustainable the changing the program to the greek, uh, proposal.",1900-01-01 01:31:10,2015-06-25 00:00:00
speaker 16,"then they start to bring in a new paper, uh, which uh, shows us what is changing in the dsa .",1900-01-01 01:33:33,2015-06-25 00:00:00
jeroen dijsselbloem,"just to say at one point that …to which the greeks have not agreed, on list of prior actions they have presented a list of changes uh, which we can look at but very general first impression is that it deviates even more. uh, in fiscal terms and reform uh, terms. um, on the dsa and i’ll stop again. um, of course if there is an agreement then there will be final documents and uh, more for us and more final a dsa. so this is just a safe play at the moment, of which christine has said they will have to do a much more uh, in depth uh, analysis when the time comes. just to clarify those points. uh, luis.",1900-01-01 01:34:18,2015-06-25 00:00:00
luis de guindos,"uh, thank you jeroen, uh i am a little bit confused though uh, perhaps it’s my personal fault. eh, but uh, well i haven’t said very much to the wholehearted effort that the institutions and the greek government …in order to continue the discussions with uh, with uh, uh the greek government.",1900-01-01 01:35:42,2015-06-25 00:00:00
luis de guindos,"i don’t know whether you know t-t-t-t-t-the document from the three institutions is going to be you know the basis for uh, the t-t-the future agreement or them or you. uh, i don’t know what’s our reference now. i don’t know. so, you know, perhaps uh, it would be wiser and a bit more rapid, you know, to say to our t-t-t-to european council that uh, you know, an agreement this is surly difficult to be reached and to receive some political guidance. because otherwise i don’t know how we are going to break this sustained .",1900-01-01 01:36:55,2015-06-25 00:00:00
jeroen dijsselbloem, want to react to parts on the hfsf?,1900-01-01 01:37:38,2015-06-25 00:00:00
jeroen dijsselbloem,"thank you. uh, alex",1900-01-01 01:38:28,2015-06-25 00:00:00
alexander stubb,"thank you very much jeroen. i was listening to what wolgfang and luis and then luis was confused me to but l-let me try to, i mean as a rookie um, i’m trying to simplify grossly the way which i see it. um, there is a group of euro countries that have a clear parliamentary mandate which is based on the uh, mou. then, there is one euro country which sort of had a mandate for that but not really. then the institutions where asked to negotiate with greece a new document uh, which is called aide memoire, which doesn’t really exist because it hasn’t been proposed. and now we have a discussion on aide memoire and a possible greek proposal. now, there was talk about this being a take it or leave it agreement. and i would have a tendency to agree with that. there’s been strong talk about trust and how to take this forward.",1900-01-01 01:38:38,2015-06-25 00:00:00
alexander stubb,"and may i, yanis, put forward a proposal. for wolfgang, i am taking an extreme. the aide memoire and the document of the institutions go too far. for you it doesn’t go far enough. the imf and others have asked you to make sure that you can push it through. my suggestion would be that you take the aide memoire and a strong set of prior actions to your parliament this weekend. if it passes we will continue to negotiate, if it doesn’t pass that’s the end of the road. because we have a mandate for the memorandum of understanding but we need to be sure that you’ll be able to push it through a aide- memoire. and right now i sense in eurogroup that this is simply ain’t gonna happen. so we need to be sure because otherwise it’s going to be impossible for us to take aide memoire in to the parliaments. so, i would fall into the category of saying, at least from my perspective, we are pretty much in a take it or leave it situation, but you need to tee it up with your parliament first. sorry for that this is perhaps rookie bluntness, but that’s how i see it.",1900-01-01 01:40:07,2015-06-25 00:00:00
jeroen dijsselbloem,"let me make a couple of points on the process also in a response to luis’s remarks. starting point for us was you read it in 20th_february statements, the old program, the old mou. but we allowed uh, on two grounds, some flexibility for the institutions to work out a new agreement. once again for which the old mou is a basis. the first kind of flexibility was that the institutions, take with a commission have taken to account the new  and then we can continue to negotiate. uh, i think that will work. uh, so there needs to be a an agreement uh, and if he wants uh, a take it or leave it approach that is also possible, you can simply say yes. that is also an option, seriously because we are coming to the end of our time, our creativity, our options. uh, but if you have uh, last proposals that are feasible that will strengthen the credibility i have not seen them but strengthen the credibility, then there is little time left and that’s why in ask the institutions if they will still be prepared to look at that. um, i’m going to adjourn for lets say ten minutes to talk to the institutions uh, on what options we see eh, to move forward in this process. just ten minutes.",1900-01-01 01:41:40,2015-06-25 00:00:00
jeroen dijsselbloem,"… uh, among whom of course, uh, yanis, prepare the meeting. um, i think given the situation where we are in now, in our last meeting we had on the table a set of papers, a common position of the three institutions. after having put those on the table, they were last proposals from the greek side, and we asked the institutions to look at those. uh, we’ve now reconvened to hear basically the position of the greek, uh, government to see where we are.",1900-01-01 00:00:01,2015-06-27 00:00:00
jeroen dijsselbloem,"and eurogroup in our last meeting, of course, did not take a formal position, there was no agreement between the institutions and greek authorities at the time, so if we can spare to give the floor to yanis first, to tell us about the position the greek government, apparently, already has taken. to be informed about that, and then we’ll take it from there to see what our position should be. yanis, can i give the floor to your first.",1900-01-01 00:00:41,2015-06-27 00:00:00
yanis varoufakis,"thank you, jeroen. thank you, colleagues. in our last meeting we were presented with quite a comprehensive set of documents from the institutions containing proposed prior actions. uh, debt sustainability analysis that was endorsed by the commission, but not by the… not fully, at least, by the international monetary fund, as well as, uh, a proposal regarding funding for the proposed period of the five month extension.",1900-01-01 00:01:11,2015-06-27 00:00:00
yanis varoufakis,"now, the prior actions that were presented, um, contain many parts that we consider very difficult to convince our parliament about. and therefore, they make it extremely onerous for us to pass through parliament this particular set of prior actions. now, even setting, however, that aside, uh, what makes in our estimation impossible to pass through parliament this comprehensive proposal by the institutions, is the lack of an answer to an important question. will these painful measures at least give us a period of tranquility, during which to carry out the reforms that we need to carry out? will a shock of optimism, c- counter the recessionary effect of the extra fiscal consolidation that is being expected of a country that has been in a recession for 21 consecutive, consecutive quarters?",1900-01-01 00:01:40,2015-06-27 00:00:00
yanis varoufakis,"and the answer to us, the honest answer is no. the institutions’ proposal is offering us no such prospect. as for the funding that is being put to us for the next five months, we consider it to be problematic in a variety of ways. firstly, it makes no provision for the states arrears caused by five months of making payments without disbursements. and of the falling tax revenues that are, uh, res- a re- a result of this prolonged negotiation, and the constant threat of grexit, which is wafting in the air.",1900-01-01 00:02:41,2015-06-27 00:00:00
yanis varoufakis,"secondly, the idea of dipping into the funds of the hfsf, i called it cannibalizing the hfsf, in order to repay the ecb’s smp bonds, bonds in july and august constitutes a clear and present danger. greece’s fragile banks, possibly through, um, an operation that deals with a m- mountainous npl’s that eant- eat into, uh, their capitalization, uh, could be stabilized.",1900-01-01 00:03:17,2015-06-27 00:00:00
yanis varoufakis,"however, by using up this fund for the purposes of repaying the smp bonds held by the ecb, we’re doing away with a very important resource that the second program, the current program has designated to this task of dealing with the problem of the banks.",1900-01-01 00:03:53,2015-06-27 00:00:00
yanis varoufakis,"when i asked, uh, an official of the ecb, so what we do once we use up an important part of this capital of the hfsf, how do we deal with bank and capitalizations, which is what the hfsf was there for? the answer i received was “well, it will be replenished.” “how?” i asked. the answer was, “through the esm.” but this is, a leap into the unknown because it is not part of the proposed deal that there is some kind of automated or quasi-automated replenishment of the hfs- hfsf, from the esm, and as i’m sure wolfgang will tell us all, that would require a new program.",1900-01-01 00:04:12,2015-06-27 00:00:00
yanis varoufakis,"so, a new program is embedded into this few month-long extension, even though it is not articulated as such. and that is, um, a very serious problem. i think that many of you would have problems pushing this through your parliaments, and i cannot take a proposal, a funding proposal to my parliament which includes a provision that you couldn’t put through your parliaments.",1900-01-01 00:04:56,2015-06-27 00:00:00
yanis varoufakis,"um, thirdly, the proposed disbursements schedule as presented to us by the institutions is a minefield of reviews. there is, i understand the problem of trust, but if you look at it technically, it means that we will have one review per month. our government, instead of concentrating on passing the important reforms that we need to reform… to- to- to- to pass, we are going to be constantly engaged, week in, week out from tomorrow in this reviewing process, which will lead to what?",1900-01-01 00:05:21,2015-06-27 00:00:00
yanis varoufakis,"it will lead to another negotiation like the one we had over the last five months, with the institutions, with the eurogroup, consecutive eurogroup meetings sometime in october, november, in order to determine the parameters of a new program, and i don’t think that none of us can actually take this process, um, as it is implied by this proposi- proposal of the institutions that was tabled here two days ago.",1900-01-01 00:05:52,2015-06-27 00:00:00
yanis varoufakis,"fourthly, given the that it is abundantly clear that our debt will remain unsustainable by the end of this year, and that market access will remain as distant as it has been of recent, it is our assessment that the international monetary fund cannot be counted upon to disperse each share 3.5 billion, the share that the institutions are counting as part of the funding package on the table. and that is another problem.",1900-01-01 00:06:23,2015-06-27 00:00:00
yanis varoufakis,"if i’m asked in parliament, my parliament what are the chances that this part of the funding package is going to be dispersed, in all honesty, i’ll have to say to them, minuscule. these are solid reasons why our government does not consider it has a mandate to accept the institutions’ proposal. and moreover, let’s be honest here, even if we were just for the benefit of ending this process and signing and sealing an agreement, we could not pass it through our parliament. and the result of that would be much worse than what we are doing now, the situation we found ourselves in now. it would mean that our government would fall, we would lose our, uh, support in parliament, and we would go into a process, an electoral process that would last a minimum of 23 days.",1900-01-01 00:06:50,2015-06-27 00:00:00
yanis varoufakis,"now, at the very same time, colleagues, our government does not have a mandate, and i want to insist on that, i want to, to, to ask for your, uh, attention here, we do not have a mandate to turn down the institutions’, uh, pro- proposals, out of hand. our party received 36% of, in the 25th of january election, together the two governing parties have just over 40% of the vote. fully cognizant of how weighty the present moment in history is, we feel obliged to put the institutions’ proposal to the people of greece.",1900-01-01 00:07:41,2015-06-27 00:00:00
yanis varoufakis,"we shall endeavor to spell out to them fully, what a yes to the institutions’ proposal means, to do the same regarding a no vote. we have our own recommendation but it is not binding on the greek people, it is they who are sovereign, uh, decision makers. and we are going to accept their verdict fully and we, we’ll do whatever it takes to implement it, one way or another.",1900-01-01 00:08:17,2015-06-27 00:00:00
yanis varoufakis,"we believe that calling a referendum is optimal given the constraints that we face because as i said, firstly, it’s the only alternative we have to, to a, uh, a collapse of the government, a failure to push through parliament the proposal of the institutions. but let me add another wrinkle to this, even if we managed somehow to pass it through our parliament, we would be facing a major problem of ownership of the program and implementation. put simply, just as in the past, greek governments pushed through policies dictated by the institutions, but could not carry the people with them, we too would fail in doing so.",1900-01-01 00:08:43,2015-06-27 00:00:00
yanis varoufakis,"so, let me now concentrate on the question we are going to be putting to the, to the greek people. much has been discussed as to what it will be. we are very clear on this, there is a proposal by the institutions, maybe it will change today, maybe it won’t. this is what we’re putting to the greek people, we’re asking them to instruct us, to accept it fully without further negotiations, which we shall do if the greek people tell us to do this, or to negotiate further, if there is room for further negotiations.",1900-01-01 00:09:28,2015-06-27 00:00:00
yanis varoufakis,"many journalists… i’ll wait and see if there is such a view here, comment and there is a logic to it, that this could be a referendum on the euro, well, on greece’s participation in the euro. let me be very clear on this, colleagues, our participation in euro, in the euro is not, and cannot be part of any referendum. let me remind you that the european union treaties have no… make no provisions for an exit from the euro, and it would be a violation of the eu treaties, for us to go anywhere near that question.",1900-01-01 00:10:02,2015-06-27 00:00:00
yanis varoufakis,"the question is very simple, there is a proposal by the institutions. the institutions worked very hard to come up with it. we could not bring ourselves to signing it for reasons i have explained, it is up to the greek people to decide. the suggestion that we’re coming to you with is that a one-month extension is offered of the existing arrangement so as to allow a smooth transition from today to the 6th of july so as to allow the greek people, in calmness to deliberate, to consider the proposal which is in front of them, and to make a considered judgment on that basis.",1900-01-01 00:10:37,2015-06-27 00:00:00
yanis varoufakis,"i would like to ask the secretariat to distribute a letter to the president of the eurogroup, um, maybe it has already been dis- distributed, by which we are making this, um, suggestion/request formal. our task today is to circumnavigate a number of uh, troubles, and to find the safest route towards an outcome that allows the greek people to come to pass judgment on what is a comprehensive proposal by the institutions. these are critical moments and the decisions we make are momentous. in years to come, i think that this meeting is going to feature prominently in the way that we answer to history’s demands over us. thank you.",1900-01-01 00:11:29,2015-06-27 00:00:00
jeroen dijsselbloem,"thank you, yanis. um, can i say that, um, i am sorry that we, we have come to, to this negative conclusion.  prepared to come to an agreement with the institutions on the basis of the proposals that the institutions have jointly put on the table.",1900-01-01 00:12:32,2015-06-27 00:00:00
yanis varoufakis,yeah.,1900-01-01 00:12:57,2015-06-27 00:00:00
jeroen dijsselbloem,"but i think that’s a political fact that we have to accept at this point before us now, what consequences we think that it should have. there’s also a separate request from your side, uh, of the table. the reality of the situation given that negative decision, will be  before the expiration of the program tuesday at midnight as that is the situation where we are, responsibility of that aligns with the greek government and the fact that they have taken this decision to enter the talks with this conclusion.",1900-01-01 00:12:58,2015-06-27 00:00:00
jeroen dijsselbloem,"i will give the floor to ministers because i think this is very much a political, uh, decision. uh, the institutions have done their work and put joint papers on the table in our last meeting. so, i will, uh, give the floor to ministers to start with.",1900-01-01 00:13:51,2015-06-27 00:00:00
michael noonan,"thanks very much, jeroen. it’s, uh, it’s disappointing to come and be in the position we’re in now. uh, this is the fifth time in 10 days we have come together and when we finished on thursday evening, we had an institutional paper on the table, and we had a counter paper from the greek authorities. and while there was, uh, quite a divergence between the two positions there was always also a lot of similarities.",1900-01-01 00:14:10,2015-06-27 00:00:00
michael noonan,"and i thought that if we met today, uh, that’s why the gap wouldn’t be closed completely, that the gap would be narrowed somewhat, and that there would be a single paper, that, uh, the greek authorities could put to their parliament. but, uh, the prospective last round of negotiations that i anticipated is not now available because last night, the greek authorities decided to end the negotiations, uh, by announcing a referendum, and by saying that they would, uh, recommend to, to the greek people to turn down, uh, the paper of the institutions, uh, even though it’s full format was not yet decided, and was pending the result of today’s meeting.",1900-01-01 00:14:44,2015-06-27 00:00:00
michael noonan,"so, that leaves us in, in a very bad position because effectively one side has, has gone from the negotiations. and, uh, it’s a matter for, for the greek authorities, but, uh, there was no indication of that when the heads of state and government meeting ended on friday evening. my prime minister said he went, he went back to dublin on the understanding that there would be a further round of talks today, which would have meant to a further bridging of the gap.",1900-01-01 00:15:37,2015-06-27 00:00:00
michael noonan,"so, it leaves us all in, in a very difficult situation, and it also- also has brought about, uh, a situation in my view where, uh, the greek authorities, uh, and to a certain degree, all of us in politics across the eu, uh, are losing control of the situation. i think it’s moving now to a position where the markets and public opinion, particularly in greece, uh, is going to be the deciding factor. and, uh, we’re looking here, at, at the ipad and, uh, there are queues at atm machines in greece, uh, at the minute in athens.",1900-01-01 00:16:09,2015-06-27 00:00:00
michael noonan,"uh, there are queues for petrol and diesel in athens. and, uh, that seems to me that we now are in a situation where the crisis has commenced whereas the conversation this morning was, what will we do on monday if there were a crisis? i don’t think it’s monday anymore, it’s now. and on the data coming in, 250 million went out of the greek atm machines last night against a normal weekend withdrawal purview. so the signs are very clear, and, uh, it’s very hard to stop trends like that once they commence because they are not subject to any reaction or inaction.",1900-01-01 00:16:48,2015-06-27 00:00:00
michael noonan,"uh, public opinion and the market perception takes over. and i think we’re in a, in a very dangerous situation, and, uh, i’m very sorry it has come to this. uh, i think, yanis, the, the decision of your cabinet last night was technically mistaken. uh, i think if you could reverse it, you might retrieve some of the situation uh, but we’re, we’re, we’re in a very bad situation now where no matter what the political decisions are, i think it’s going to be, uh, a very, a very bad and a very unpredictable outcome. thank you very much, jeroen.",1900-01-01 00:17:38,2015-06-27 00:00:00
jeroen dijsselbloem,"thank you, michael. wolfgang?",1900-01-01 00:18:18,2015-06-27 00:00:00
wolfgang schäuble,"thank you, jeroen. i would like here to echo on what, uh, tony said. of course, it is certain of a wider greek authorities to arrange them to, uh, uh, uh a referendum. it’s hard to greek authorities whether it’s government, whether it’s parliament, there’s the matter of the greek constitution  greece.",1900-01-01 00:18:24,2015-06-27 00:00:00
wolfgang schäuble,"but, uh, the, the, um, the program for greece, the so-called mou, is, uh, something different. the institutions had been .",1900-01-01 00:19:01,2015-06-27 00:00:00
wolfgang schäuble,"therefore, the, thought, thought is that what we have .",1900-01-01 00:20:13,2015-06-27 00:00:00
wolfgang schäuble,"but, uh, we can’t have negotiations between the people of the euro member states  referendum in germany as well. but if i want to make a, a quick decision on a- on a- on a position which is binding, we need an arrangement, an agreement, what is the substance of the decision? and that is not going, we do not have it.",1900-01-01 00:20:23,2015-06-27 00:00:00
wolfgang schäuble,"therefore, uh, your referendum is important for greece, but has not binding, uh, uh, has no  mentioned just by michael.",1900-01-01 00:21:05,2015-06-27 00:00:00
jeroen dijsselbloem,thank you. edward?,1900-01-01 00:21:41,2015-06-27 00:00:00
edward scicluna,"i wouldn’t, um, keep, uh, back from, from making any comments. however, i just ask a question to yanis. he said this referendum will not be about, uh, a greek exit. what is he proposing, um, that the government stand would be on this referendum? is he not telling the people to vote for the package,  is going to against it, what does that imply? um, what is he going to explain to the greek people that if they were to vote, as he is suggesting to them to vote against, what would that lead to? that’s the whole question.",1900-01-01 00:22:03,2015-06-27 00:00:00
jeroen dijsselbloem,yanis might be useful here to answer that question before i .,1900-01-01 00:22:53,2015-06-27 00:00:00
yanis varoufakis,"happy to do so, jeroen, thank you. i am going to tell the greek people, we are going to tell the greek people what we told you here. that the proposal which is on the table, or was on the table, last in, in the last eurogroup meeting, in our, considered opinion and after having studied it very carefully, is financially not sustainable. and that we consider it to be a proposal which we could not accept even though we were fully determined to go well beyond our electoral platform, we already have… michael is correct, uh, michael noonan, um, mentioned that the, um, prior actions that we have proposed are very, very close to the ones that the institutions have proposed.",1900-01-01 00:22:58,2015-06-27 00:00:00
yanis varoufakis,"that shows to what extent we were prepared to travel across a very large landscape to meet the institutions’ view. but the whole package, if you look at the funding, if you look at the debt situation, debt sustainability, is simply not one that i can recommend to the greek people as a package that is tough medicine. i do not mind tough medicine, but this is toxic. it is not a package that would actually work and prevent you from having to come back to this eurogroup meeting in two months time to have another such tedious round, discussing the lack of sustainability of the greek situation.",1900-01-01 00:23:47,2015-06-27 00:00:00
jeroen dijsselbloem,"yanis, i fully understand that you reject what was on the table, but the question was rather whether what is the alternative for the greek electorate? i’m just asking from a point of political int- interest.",1900-01-01 00:24:25,2015-06-27 00:00:00
yanis varoufakis,"jeroen, it’s very simple, we’re saying to the greek people, instruct us to sign along the dotted line of the institution’s proposal and if you instruct us to do that, we will do it tomorrow. so, this is my answer to wolfgang, you’re quite right, wolfgang, we’re not deliberating with the eurogroup, we’re deliberating with the greek people. we’re seeking from them a clear instruction to sign the mou, as it was presented to us, as amended by the institutions. if the greek people say no to this then we’re going to have to deliberate amongst ourselves and with you, in order to find out what the optimal arrangement is for every one in europe.",1900-01-01 00:24:40,2015-06-27 00:00:00
jeroen dijsselbloem,i will return to edward.,1900-01-01 00:25:26,2015-06-27 00:00:00
edward scicluna,"it is the question of clarification because on the second version, when you say, “instruct us to, to v- to sign the agreement,” means that you’re proposing that you’re in favor of and in the sense of telling them-",1900-01-01 00:25:31,2015-06-27 00:00:00
yanis varoufakis,yeah.,1900-01-01 00:25:39,2015-06-27 00:00:00
edward scicluna,… to vote in favor?,1900-01-01 00:25:39,2015-06-27 00:00:00
yanis varoufakis,no.,1900-01-01 00:25:42,2015-06-27 00:00:00
edward scicluna,yes.,1900-01-01 00:25:44,2015-06-27 00:00:00
yanis varoufakis,no.,1900-01-01 00:25:46,2015-06-27 00:00:00
edward scicluna,but previously you said-,1900-01-01 00:25:46,2015-06-27 00:00:00
yanis varoufakis,"i’m sorry for the interrupting, but that’s not so, you can have a ceo of a company taking a proposal for a merger to the board, to the, uh, shareholders, and say- saying, “i don’t agree with that, but if you agree with that, i’ll push it through.” this happens every day.",1900-01-01 00:25:48,2015-06-27 00:00:00
edward scicluna,"uh, not every day.",1900-01-01 00:26:02,2015-06-27 00:00:00
yanis varoufakis," well, almost every day, every other day. it happens, doesn’t it?",1900-01-01 00:26:05,2015-06-27 00:00:00
wolfgang schäuble, every other day.,1900-01-01 00:26:59,2015-06-27 00:00:00
yanis varoufakis,"it happens, doesn’t it?",1900-01-01 00:26:59,2015-06-27 00:00:00
wolfgang schäuble,"every, every, every other day.",1900-01-01 00:26:59,2015-06-27 00:00:00
yanis varoufakis, .,1900-01-01 00:26:59,2015-06-27 00:00:00
michel sapin,.,1900-01-01 00:26:59,2015-06-27 00:00:00
jeroen dijsselbloem,"yanis, i think  basically a question you were reacting in your direction.",1900-01-01 00:27:01,2015-06-27 00:00:00
yanis varoufakis,"thank you, jeroen. well, the answer to, let me be, go straight to the answer that i’m, i want to give to michel sapin. the answer is, of course, yes. there’s always room for negotiation. there’s always room for deliberation. colleagues, the process is simple. the institutions and the members of state negotiate. the institutions have the final word on the draft agreement that is put to the eurogroup. if the members states and the ministers agree, okay. the great unanswered question is what happens if there is no agreement either because the government of the members states says no or because it differs to the electorate through a referendum as we have done?",1900-01-01 00:29:29,2015-06-27 00:00:00
yanis varoufakis,"then we enter uncharted territory, which we must chart together. but again, michel, we are here, we are open to having discussions and rest assured that if that global package is in equilibrium, to use an expression that you used earlier, uh, we will reconsider. but the question we have to answer to our own parliament and to our own people is, is this package that we agreed to? does it contain a significant probability that we will be able to recover in the next few months and set off on the road to recovery? if the answer is that we are agreeing to, um, a hurdle or a series of hurdles that come together, come attached with very stringent measures that enhance the recessionary elements without offering any chance of achieving escape velocity towards the end of this extension, then our recommendation will have to remain to the greek people that this is not a sustainable offer.",1900-01-01 00:34:04,2015-06-27 00:00:00
jeroen dijsselbloem,"that seem like a positive response to what michel was saying. uh, i will continue with other speakers. ?",1900-01-01 00:35:32,2015-06-27 00:00:00
speaker 7,"thank you, jeroen. so-",1900-01-01 00:35:44,2015-06-27 00:00:00
jeroen dijsselbloem,why was this not a positive response?,1900-01-01 00:35:45,2015-06-27 00:00:00
speaker 7,"…  because i, the next step after this referendum.",1900-01-01 00:35:48,2015-06-27 00:00:00
speaker 8,"thank you, .",1900-01-01 00:35:54,2015-06-27 00:00:00
speaker 8,"second point, there is, what is the result of the assessment of the institutions about the greek paper? as i mentioned in the last meeting, the  um, and at least, um, at least if the greek people are saying yes against the recommendation of the government, will you then sign the paper of the institution?",1900-01-01 00:36:00,2015-06-27 00:00:00
yanis varoufakis,yes. yes. . i was clear on this.,1900-01-01 00:37:27,2015-06-27 00:00:00
speaker 8,"and, for me, it’s very important to ask why you made this referendum yet because we have lost time, we have . uh, and only you have to ask the people about an agreement and not about the paper and the, that’s the problem i have with this, uh, process, with this referendum and with the situation that you have, uh, left instead of negotiations. uh, time’s running out and as we told the last, talk, talk about in our last meeting, uh, uh, we have to see the realistic return of this, uh, for the next two, few hours, not for the next two days, for the next two hours.",1900-01-01 00:37:32,2015-06-27 00:00:00
jeroen dijsselbloem,thank you. .,1900-01-01 00:38:37,2015-06-27 00:00:00
pier carlo padoan,"thank you jeroen. i guess, you all feel how difficult this moment is, and in moments like this one who likes to see most of clarity so that one can work out the implications and decisions, which i fully respect on any side. however, as i continue to listen to this discussion, to this ongoing debate between, uh, yanis and, and colleagues, uh, i get more and more confused. um, i’m more and more confused about what is the strategy of the greek authorities. uh, we are presented with the fact that this of course is absolutely in the right of the greek people and government that there is a referendum to vote yes or no to a proposal, which proposal? uh, may i ask, uh, politely whether you’re going to describe measure by measure, uh, alternatives by alternatives to the greek people what, uh, views are and what if, for instance, in the mind of the electorate there is agreement in one measure and disagreement on the other measure?",1900-01-01 00:38:42,2015-06-27 00:00:00
